;active;udf_depotId;Customer No;Name;Street name;Door number;areaDescription;Zip code;City;x;y
;True;T100;23427;Fakta Hammerum;Hammerum Hovedgade;51-53;;7400;Herning;9.059315;56.133206
;True;T100;23432;LUKKET SS Super Århus;Funch Thomsensgade;2;;8200;Aarhus N;10.203145;56.17436
;True;T100;23436;Kvickly Randers Afdisponering;Merkurvej;53;;8960;Randers Sø;10.06198;56.429045
;True;T100;23437;Kvickly Viby Afdisponering;Ringvej Syd;100;;8260;Viby J;10.152137;56.114598
;True;T100;23448;Superbrugsen Sindal;Nørregade;7;;9870;Sindal;10.202135;57.47182
;True;T100;23458;DagliBrugsen Rødkærsbro;Søndergade;2;;8840;Rødkærsbro;9.50257;56.352375
;True;T100;23460;Superbrugsen Kolt;Kolt Østervej;37-39;;8361;Hasselager;10.076874;56.10934
;True;T100;23464;Inco CC Århus A/S (ab mejeri);Blomstervej;5;;8381;Tilst;10.126109;56.182954
;True;T100;23470;Bilka Herning;Golfvej;5;;7400;Herning;9.006656;56.136218
;True;T100;23482;Spar Terndrup;Bymidten;4;;9575;Terndrup;10.05753;56.815065
;True;T100;23492;LUKKET Spar Thorning;Blichersvej;13;;8620;Kjellerup;9.331345;56.286125
;True;T100;23504;DagliBrugsen Skødstrup;Kløvervangen;108;;8541;Skødstrup;10.300957;56.26265
;True;T100;23511;Rema 1000 Herning Butik 904;Absalonsvej;2;;7400;Herning;9.000615;56.134275
;True;T100;23512;Øer Købmand APS;Øerkrogvej;2;;8400;Ebeltoft;10.693255;56.1523
;True;T100;23515;LUKKET Spar;Mejerivej;1;;8560;Kolind;10.58632;56.360995
;True;T100;23516;Superkød Aps - Super Spar;Skagavej;104;;9990;Skagen;10.591955;57.727345
;True;T100;23518;Min Købmand Thyborøn;Havnegade;52;;7680;Thyborøn;8.218415;56.702585
;True;T100;23521;KIWI Randers Mariagervej 124;Mariagervej;65;;8900;Randers;10.03165;56.468805
;True;T100;23536;LUKKET Letkøb Mammen;Mammen Byvej;54 A;Mammen;8850;Bjerringbro;9.613505;56.410655
;True;T100;23539;Fakta Thisted;Østbakken;57;;7700;Thisted;8.705795;56.95685
;True;T100;23543;LUKKET Kwik Spar Houvig;Houvig Klitvej;51;;6950;Ringkøbing;8.123825;56.140135
;True;T100;23550;Min Købmand Balle;Søndervang;1;;8444;Balle;10.807223;56.316174
;True;T100;23551;Netto Skive;Holstebrovej;91;;7800;Skive;9.003415;56.568411
;True;T100;23571;MENY Thorsø;Jernbanegade;26;;8881;Thorsø;9.790692;56.297371
;True;T100;23577;Fakta Løgstør;Bredgade;43;;9670;Løgstør;9.261485;56.966495
;True;T100;23580;Daglibrugsen Visse;Vissevej;93;;9210;Ålborg Sø;9.929037;56.995918
;True;T100;23581;Rema 1000 Ikast Butik 906;Marienlunds Alle;2;;7430;Ikast;9.164505;56.13168
;True;T100;23592;KIWI Randers Århusvej 174;Århusvej;102;;8920;Randers Nv;10.050805;56.43836
;True;T100;23594;DagliBrugsen Blokhus;Torvet;1;;9492;Blokhus;9.584165;57.2521
;True;T100;23596;Fakta Hasseris;Thulebakken;42;;9000;Ålborg;9.885989;57.036795
;True;T100;23612;Føtex Eternitten;Synergivej;5;;9000;Aalborg;9.934909;57.037476
;True;T100;23622;Min Købmand Skave;Viborgvej;234;;7500;Holstebro;8.805957;56.390636
;True;T100;23627;Lokalbrugsen Gl. Hadsundsvej;Gl. Hadsundvej;22;;8900;Randers;10.043109;56.467181
;True;T100;23628;Daglibrugsen Vivild;Langgade;43;;8961;Allingeåbro;10.447815;56.483149
;True;T100;23631;Rema 1000 Herning III Butik 918;H.P.Hansens Vej;50;;7400;Herning;8.962589;56.1457
;True;T100;23632;Rema 1000 Resenbro Butik 908;Sensommervej;34;;8600;Silkeborg;9.62763;56.17656
;True;T100;23638;Svinkløv Badehotel;Svinkløvvej;593;;9690;Fjerritslev;9.327455;57.153633
;True;T100;23639;Min Købmand Redsted M;Gl.Møllevej;43;;7970;Redsted;8.65417;56.738905
;True;T100;2364;Superbrugsen Hammel;Torvegade;5;;8450;Hammel;9.865003;56.255533
;True;T100;23660;Min Købmand Arden;Bytorvet;18;;9510;Arden;9.858923;56.769222
;True;T100;23682;Jesperhus BP;Legindvej;13;;7900;Nykøbing M;8.822267;56.762575
;True;T100;23693;Min Købmand Randers NV;Skelvangsvej;54;;8920;Randers Nv;10.01499;56.485825
;True;T100;23695;ABC Herning (OST);Årebygårdvej;1;;7400;Herning;9.023545;56.137535
;True;T100;23696;Rema 1000 Ålborg Butik 914;Danalien;1 E;;9000;Ålborg;9.943194;57.029359
;True;T100;23705;ABC Videbæk ( OST);Høgevej;2;;6920;Videbæk;8.616555;56.088015
;True;T100;23706;ABC Ulfborg ( OST);Harboegade;17;;6990;Ulfborg;8.3189;56.27206
;True;T100;23715;Spar Silkeborg;Grønbækvej;9;Grauballe;8600;Silkeborg;9.629935;56.22656
;True;T100;23719;DS Terminal Vest;Axel Gruhns vej;7;;8270;Højbjerg;10.16449;56.11254
;True;T100;23723;Fakta Spentrup;Birke Alle´;15;;8981;Spentrup;10.045875;56.537131
;True;T100;23727;Skanderborg Festivalklub;Birkvevej;20;;8660;Skanderborg;9.916219;56.037216
;True;T100;23733;Føtex Silkeborg;Nørrevænget;47A;;8600;Silkeborg;9.54697;56.185145
;True;T100;23751;LUKKET Color Line Danmark;Postboks 119;;;9850;Hirtshals;9.956447;57.581139
;True;T100;23752;Color Line Danmark Lager;Niels Juelsvej;6;;9850;Hirtshals;9.97643;57.590425
;True;T100;23762;Spar Ø.Tørslev;Udbyhøjvej;570;;8983;Gjerlev J;10.190033;56.580544
;True;T100;23764;Rema 1000 Overlund Butik 909;Randersvej;62;;8800;Viborg;9.448629;56.453083
;True;T100;23765;Rema 1000 Trojborg II Butik 915;Trøjborgvej;8k;;8000;Aarhus C;10.21657;56.16914
;True;T100;23766;Rema 1000 Hjallerup Butik 925;Skovglimt;2;;9320;Hjallerup;10.143025;57.167341
;True;T100;23770;Nordisk Spisehus;Vestre Kongevej;4-6;;8260;Viby J;10.152217;56.122703
;True;T100;23795;Fakta Struer;Bredgade;61;;7600;Struer;8.59135;56.483222
;True;T100;23799;SPAR HVIDE SANDE HAVN;Stormgade;2;;6960;Hvide Sande;8.126795;56.000115
;True;T100;23800;SPAR HVIDE SANDE NORD;Parallelvej;68;;6960;Hvide Sande;8.12507;56.01588
;True;T100;23805;Min Købmand Bjerregård;Kirksvej;2;;6960;Hvide Sande;8.181025;55.864225
;True;T100;2381;Dagli' Brugsen Helgenæs;Askildhøjevej;16;Kongsgårde;8420;Knebel;10.51689;56.144554
;True;T100;23880;Parkskolen;Park Alle;2;;7600;Struer;8.575515;56.48809
;True;T100;2392;Dagli' Brugsen Herskind;Langelinie;62;HERSKIND;8464;Galten;9.964109;56.184185
;True;T100;2394;Superbrugsen Hinnerup;Storegade;7;;8382;Hinnerup;10.062725;56.264745
;True;T100;2398;Dagli' Brugsen Hjortshøj;Hundkjærvej;2-4;;8530;Hjortshøj;10.26691;56.24664
;True;T100;2410;Dagli' Brugsen Fårvang;Lærkevej;15;;8882;Fårvang;9.731395;56.267475
;True;T100;24276;Vorgod Skole;Bardevej;24;;6920;Videbæk;8.70251;56.0909
;True;T100;24277;Videbæk Skole;Bredgade;120;;6920;Videbæk;8.611045;56.09103
;True;T100;24278;Videbæk Skole Sfo;Bæktoften;;;6920;Videbæk;8.705121;56.087183
;True;T100;24280;Herborg Friskole Sfo;Skolevej;40;;6920;Videbæk;8.60759;56.06855
;True;T100;24281;Herborg Friskole;Skolevej;40;;6920;Videbæk;8.60759;56.06855
;True;T100;24282;Videbæk Kristne Friskole;Ternevej;1;;6920;Videbæk;8.618245;56.08623
;True;T100;24286;Højmark Skole;Adelvej;45;;6940;Lem St.;8.406385;56.053195
;True;T100;24288;Hee Skole;Agersbækvej;13;;6950;Ringkøbing;8.279389;56.145383
;True;T100;24289;Holmsland Skole;Klostervej;85;;6950;Ringkøbing;8.179683;56.128893
;True;T100;24290;Spjald Skole;Skolegade;12;;6971;Spjald;8.506243;56.126911
;True;T100;24291;Stadil/Vedersø Skole;Skelmosevej;22;;6980;Tim;8.205325;56.200085
;True;T100;24293;Ulfborg Skole;Ole Chr. Kirksvej;8;;6990;Ulfborg;8.31976;56.27464
;True;T100;24294;Staby Skole;Stabyvej;36;;6990;Ulfborg;8.24608;56.26611
;True;T100;24302;Midtjyllands Kr. Friskole;Brændgårdvej;4;;7400;Herning;8.9675;56.148395
;True;T100;24306;Engbjergskolen;Engbjerg;21;;7400;Herning;8.89736;56.137056
;True;T100;24308;Tjørring Skole;Gilmosevej;20;;7400;Herning;8.936714;56.163905
;True;T100;24315;Herningsholmskolen;Sjællandsgade;86;;7400;Herning;8.992283;56.140699
;True;T100;24332;Gjellerupskolen;Skolebakken;2;;7400;Herning;9.052993;56.143278
;True;T100;24342;Snejbjerg Skole;Hovedgaden;71;;7400;Herning;8.92682;56.16822
;True;T100;2435;Superbrugsen Hørning;Nørre All+;27;;8362;Hørning;10.037695;56.087045
;True;T100;24350;Sinding-Ørre Midtpunkt Skole;Skoletoften;7;;7400;Herning;8.851708;56.213415
;True;T100;24352;Lind Skole;Skolevænget;17;;7400;Herning;8.9817;56.10676
;True;T100;24356;Lundgårdskolen;Tjelevej;25;;7400;Herning;8.930022;56.151901
;True;T100;24358;Åmoseskolen;Valdemarsvej;347;;7400;Herning;9.001416;56.132614
;True;T100;24362;Vestervangskolen;Vestergade;82;;7400;Herning;8.95705;56.135985
;True;T100;24372;Vildbjerg Skole;Bjørnkærvej;2;;7480;Vildbjerg;8.748133;56.18756
;True;T100;24379;Timring Skole;Fuglevænget;1;;7480;Vildbjerg;8.73892;56.175175
;True;T100;24380;Nøvling Skole;Herningvej;70 A;;7480;Vildbjerg;8.83987;56.17525
;True;T100;24382;Kildebakkeskolen;Soldalen;8;;7480;Vildbjerg;8.774144;56.195999
;True;T100;24383;Aulum Byskole;Markedspladsen;2;;7490;Aulum;8.798645;56.265745
;True;T100;24384;Aulum Kristne Friskole;Østergade;11;;7490;Aulum;8.800765;56.261365
;True;T100;24385;Ellebækskolen;Beethovensvej;24;;7500;Holstebro;8.579015;56.37696
;True;T100;24386;Borbjerg Skole;Bukdalvej;1;;7500;Holstebro;8.75423;56.404925
;True;T100;24387;Balletskolen;Den Røde Plads;4;;7500;Holstebro;8.618274;56.356717
;True;T100;24388;Sct. Jørgens Skole;Døesvej;54;;7500;Holstebro;8.605205;56.369056
;True;T100;24389;Sønderlandsskolen Mellemtrin;Døesvej;7;;7500;Holstebro;8.609763;56.364791
;True;T100;24390;Halgård Skole;Halgårdvej;1-3;;7500;Holstebro;8.66262;56.332991
;True;T100;24391;Rolf Krake Skole;Hjaltesvej;1;;7500;Holstebro;8.633397;56.367648
;True;T100;24392;Idom-Råsted Skole;Idomlundvej;27;;7500;Holstebro;8.486162;56.338568
;True;T100;24393;Holstebro Friskole;Lægårdvej;102;;7500;Holstebro;8.644978;56.367107
;True;T100;24394;Mejrup Skole;Mejrup Kirkevej;3;;7500;Holstebro;8.692561;56.365512
;True;T100;24395;Birkelundskolen;Nørre Boulevard;57;;7500;Holstebro;8.59343;56.37606
;True;T100;24396;Storåskolen;Odinsvej;2;;7500;Holstebro;8.608038;56.363979
;True;T100;24397;Naur-Sir Skole;Sirvej;3;;7500;Holstebro;8.545461;56.396889
;True;T100;24400;Nr. Felding Skole;Skolevej;7;;7500;Holstebro;8.60498;56.31473
;True;T100;24401;Tvis Skole;Skolevænget;1;;7500;Holstebro;8.710656;56.322211
;True;T100;24403;2059 Sønderlandsskolen Indskoling O;Døesvej;7;;7500;Holstebro;8.609763;56.364791
;True;T100;24404;Den Kristne Friskole Holstebro;Vald Poulsens Vej;16;;7500;Holstebro;8.603252;56.3808
;True;T100;24405;Skave Skole;Viborgvej;203;;7500;Holstebro;8.79933;56.390508
;True;T100;24406;Feldborg Centralskole;Bredgade;76;;7540;Haderup;8.928945;56.328905
;True;T100;24407;Haderup Skole;Skolevænget;1;;7540;Haderup;8.998364;56.388131
;True;T100;24408;Vinding Skole;Skolegade;6;;7550;Sørvad;8.65838;56.2603
;True;T100;24409;Hjerm Skole;Skolevej;1;;7560;Hjerm;8.6368;56.438335
;True;T100;24410;Vemb Skole;Skolegade;12;;7570;Vemb;8.34748;56.342135
;True;T100;24411;Humlum Skole;Chr. Gades Vej;32;;7600;Struer;8.558455;56.53738
;True;T100;24412;Bremdal Skole;Drosselvej;5;;7600;Struer;8.581906;56.510887
;True;T100;24413;Gimsing Skole;Drøwten;1;;7600;Struer;8.601371;56.476126
;True;T100;24414;Langhøjskolen;Langhøjvej;29;;7600;Struer;8.512181;56.43546
;True;T100;24416;Ramme Skole;Algade;92;;7620;Lemvig;8.20885;56.48665
;True;T100;24417;Bonnet Friskole;Bøgelundvej;52;;7620;Lemvig;8.216195;56.525408
;True;T100;24418;Christinelystskolen;Christinelystvej;3;;7620;Lemvig;8.300035;56.5415
;True;T100;24419;Udefriskolen;Fabjergstad;32;;7620;Lemvig;8.37787;56.52653
;True;T100;24420;Klinkby Skole;Nejrupvej;6;;7620;Lemvig;8.225197;56.556733
;True;T100;24421;2069 Lemtorpskolen;Nissumvej;10;;7620;Lemvig;8.32622;56.552535
;True;T100;24422;Nr. Nissum Skole;Skolevænget;11;;7620;Lemvig;8.4203;56.5499
;True;T100;24423;Fjaltring Friskole;Vestermøllevej;11;;7620;Lemvig;8.13773;56.473545
;True;T100;24424;Bøvling Friskole;Høvsørevej;13;;7650;Bøvlingbjerg;8.200515;56.435173
;True;T100;24425;Tangsøskolen;Brogade;67;;7660;Bækmarksbro;8.306695;56.41941
;True;T100;24428;Harboøre Skole;Skolegade;8;;7673;Harboøre;8.17869;56.618364
;True;T100;24429;Thyborøn Skole;Skolevej;7;;7680;Thyborøn;8.21621;56.70406
;True;T100;24430;Hillerslev Skole;Hillerslev Kærvej;9;;7700;Thisted;8.729593;57.013004
;True;T100;24431;Nors Skole;Kirkebyvej;25;;7700;Thisted;8.669926;57.023486
;True;T100;24432;Østre Skole;Kronborgvej;26;;7700;Thisted;8.70294;56.959755
;True;T100;24434;Sennels Skole;Sennelsvej;122;;7700;Thisted;8.798357;56.969877
;True;T100;24435;Tilsted Skole;Silstrupvej;47;;7700;Thisted;8.644291;56.949503
;True;T100;24436;Klitmøller Friskole;Skolestien;3;;7700;Thisted;8.509911;57.039108
;True;T100;24437;Thisted Friskole;Stensagervej;19;;7700;THISTED;8.666586;56.965212
;True;T100;24438;Tingstrup Skole;Thorstedvej;21;;7700;Thisted;8.667725;56.960235
;True;T100;24439;Østerild Skole;Vesterbyvej;1A;;7700;Thisted;8.842365;57.02949
;True;T100;24441;Snedsted Skole;Hovedgaden;5;;7752;Snedsted;8.533495;56.89276
;True;T100;24442;Koldby Skole;Limfjordsgade;9;;7752;Snedsted;8.529024;56.845659
;True;T100;24443;Hurup Skole;Idrætsvej;11;;7760;Hurup Thy;8.417212;56.753957
;True;T100;24444;Boddum-Ydby Friskole;Ydbyvej;193;;7760;Hurup Thy;8.410289;56.709189
;True;T100;24445;Vestervig Skole;Klostergade;11;;7770;Vestervig;8.320787;56.764572
;True;T100;24446;Thyholm Friskole;Jupitervej;26;;7790;Thyholm;8.53735;56.608157
;True;T100;24448;Brårup Skole;Brårupvej;94;;7800;Skive;9.034865;56.550575
;True;T100;24450;Vestfjendsskolen;Dåsbjergvej;17;;7800;Skive;9.00642;56.44512
;True;T100;24451;Friskolen I Skive;Fredensgade;11;;7800;Skive;9.027819;56.564148
;True;T100;24452;Aakjærskolen;Frederiksgade;21J;;7800;Skive;9.022875;56.567435
;True;T100;24453;Resen Skole;Furvej;9;;7800;Skive;9.028085;56.592225
;True;T100;24454;Ådalsskolen Afd Rønbjerg;Kisumvej;30;;7800;Skive;8.940515;56.53474
;True;T100;24455;Skivehus Skole;Rosenbakken;8;;7800;Skive;9.036255;56.581345
;True;T100;24456;Hem Skole;Rudemøllevej;3;;7800;Skive;8.963765;56.596215
;True;T100;24457;Ejsing Friskole;Gl. Landevej;24;;7830;Vinderup;8.78182;56.48142
;True;T100;24458;Vinderup Skole;Sevelvej;27;;7830;Vinderup;8.78312;56.478995
;True;T100;24459;Sevel Skole;Skoletoften;3-5;;7830;Vinderup;8.866171;56.456151
;True;T100;24460;Margrethe Reedtz Skolen;Skolevænget;14;Ryde;7830;Vinderup;8.777027;56.434709
;True;T100;24461;Ørslevkloster Skole;Hejlskovvej;27;;7840;Højslev;9.21878;56.599785
;True;T100;24462;Højslev Skole;Skolevej;13;;7840;Højslev;9.113155;56.552493
;True;T100;24463;Nr. Søby Skole;Stoholmvej;24;;7840;Højslev;9.126058;56.542327
;True;T100;24464;Stoholm Skole;Vesterled;3-5;;7850;Stoholm;9.147115;56.48543
;True;T100;24465;Oddense Skole;Andrupvej;1 B;;7860;Spøttrup;8.932218;56.6504
;True;T100;24466;Vestsalling Skole Lihm;Ålbækvej;18;;7860;Lihme, Spøttrup;8.73249;56.60218
;True;T100;24467;Vestsalling Skole Afd. Balling;Stadion Allé;18;;7860;Spøttrup;8.881822;56.611175
;True;T100;24468;Roslev Skole;Sallingsundvej;26;;7870;Roslev;8.985748;56.701448
;True;T100;24469;Breum Skole;Skolevej;11;;7870;Roslev;9.071335;56.687635
;True;T100;24470;Jebjerg Skole;Vestergårdsvej;8;;7870;Roslev;9.010575;56.670405
;True;T100;24471;Lødderup Friskole;Degnestræde;11;;7900;Nykøbing M;8.795552;56.774926
;True;T100;24474;Nordmorsskolen;Skolestræde;15;;7900;Nykøbing M;8.868387;56.921356
;True;T100;24475;Bjergby Friskole;Friskolevej;13;;7950;Erslev;8.733935;56.868795
;True;T100;24476;Sundby Friskole;Skolebakken;12;;7950;Erslev;8.672884;56.876193
;True;T100;24479;Sparkær Skole;Langgade;32;;8800;Viborg;9.228385;56.474331
;True;T100;24480;Vejgaard Østre Skole;Chresten Koldsvej;1;;9000;AALBORG;9.96215;57.038255
;True;T100;24481;Klostermarksskolen;Dr. Christinesvej;6;;9000;AALBORG;9.906645;57.048755
;True;T100;24482;Filstedvejens Skole;Filstedvej;16;;9000;AALBORG;9.959903;57.03578
;True;T100;24483;Skipper Clement Skolen;Gl. Kærvej;28-30;;9000;AALBORG;9.939728;57.037607
;True;T100;24484;Gl. Hasseris Skole;Mester Eriksvej;57;;9000;AALBORG;9.87035;57.035505
;True;T100;24485;Kærbyskolen;Oluf Borchsvej;2;;9000;AALBORG;9.917815;57.028525
;True;T100;24486;Sønderbroskolen;Sjællandsgade;2;;9000;AALBORG;9.932629;57.039796
;True;T100;24487;Vesterkærets Skole;Skydebanevej;1;;9000;AALBORG;9.889505;57.055465
;True;T100;24488;Aalborg Friskole;Sohngårdsholmsvej;47;;9000;AALBORG;9.946465;57.028875
;True;T100;24489;Filipskolen Aalborg;Sohngårdsholmsvej;53;;9000;AALBORG;9.945599;57.02811
;True;T100;24490;Sct. Mariæ Skole;Valdemarsgade;14;;9000;AALBORG;9.91159;57.050395
;True;T100;24491;Sofiendalskolen;Lange Müllersvej;18;;9200;AALBORG SV;9.892735;57.017437
;True;T100;24492;Vester Mariendal Skole;Stjernevej;5;;9200;AALBORG SV;9.908445;57.02237
;True;T100;24493;Gug Skole;Solhøjsvej;2;;9210;AALBORG SØ;9.93082;57.00578
;True;T100;24494;Herningvej Skole;Herningvej;35;;9220;AALBORG Ø;9.982874;57.02822
;True;T100;24495;Svenstrup Skole;Egemarksvej;1;;9230;SVENSTRUP J;9.85034;56.97334
;True;T100;24496;Ellidshøj Skole;Ny Skolevej;2;;9230;SVENSTRUP J;9.865525;56.928995
;True;T100;24499;Ferslev Skole;Rævedalsvej;5;;9230;SVENSTRUP;9.89998;56.95248
;True;T100;24500;Højvangskolen;Tingstedet;20;;9230;SVENSTRUP J;9.830705;56.970635
;True;T100;24503;Skørbæk-Ejdrup Friskole;Ejdrupvej;33;;9240;NIBE;9.540105;56.903055
;True;T100;24504;Sebber Skole;Gl. Skolevej;1A;;9240;NIBE;9.447863;57.001545
;True;T100;24505;Vokslev Friskole;Hobrovej;97;;9240;NIBE;9.686365;56.966951
;True;T100;24508;Nørholm Skole;Nørholmsvej;480-482;;9240;NIBE;9.72396;57.036269
;True;T100;24510;Farstrup Centralskole;Vårvej;9;;9240;NIBE;9.460279;56.984308
;True;T100;24512;Gistrup Skole;Hadsundvej;406;;9260;GISTRUP;10.00052;56.992755
;True;T100;24513;Vaarst/Fjellerad Skole;Hålsvej;4;;9260;GISTRUP;10.017145;56.922967
;True;T100;24514;Nøvling Skole;Nøvling Skolevej;5;;9260;GISTRUP;9.955742;56.97291
;True;T100;24516;Nøvling Skole - Børnehave;Nøvling Skolevej;7;;9260;GISTRUP;9.955742;56.97291
;True;T100;24517;Klarup Skole;Hellasvej;17;;9270;KLARUP;10.047283;57.011012
;True;T100;24522;Langholt Skole;Øster Hassingvej;1;;9310;VODSKOV;10.088556;57.102886
;True;T100;24524;Nr. Uttrup Skole;Hjørringvej;83;;9400;NØRRESUNDBY;9.948238;57.070557
;True;T100;24525;Gl. Lindholm Skole;Lindholmsvej;65;;9400;NØRRESUNDBY;9.908185;57.06892
;True;T100;24526;Løvvangskolen;Løvbakken;6;;9400;NØRRESUNDBY;9.92972;57.07418
;True;T100;24527;Skansevejens Skole;Skansevej;2;;9400;NØRRESUNDBY;9.923105;57.060675
;True;T100;24528;Nørhalne Skole;Bygaden;24;;9430;VADUM;9.875449;57.152364
;True;T100;24531;Aabybro Friskole;Peter Løthsvej;5;;9440;AABYBRO;9.746938;57.157817
;True;T100;24532;Gjøl Skole;Rønnebærvej;8;;9440;AABYBRO;9.730683;57.069876
;True;T100;24533;Vedsted Friskole;Terpsvej;1;;9440;AABYBRO;9.687395;57.149345
;True;T100;24537;Børnehaven Ørebroskolen;Ørebrovej;128;;9690;FJERRITSLEV;9.235694;57.053934
;True;T100;24539;Serritslev Skole;Hybenvej;22;;9700;BRØNDERSLEV;9.97186;57.31458
;True;T100;24540;Thise Skole;Jens Thisevej;26;;9700;BRØNDERSLEV;9.813865;57.28743
;True;T100;24541;Torslev Skole;Brøndenvej;3;;9750;ØSTERVRAA;10.244273;57.340524
;True;T100;24542;Bjergby-Mygdal Skole;ASDALVEJ 14, BJERGBY;;;9800;HJØRRING;9.964939;57.4429
;True;T100;24549;Sdr. Nissum Friskole;Kirkebyvej;11;;6990;Ulfborg;8.19015;56.30574
;True;T100;24550;Fjelstervang Skole;Skolestræde;1;;6933;Kibæk;8.81253;56.074025
;True;T100;24551;Vendsyssel Friskole;Pladsen;1;;9870;SINDAL;10.28006;57.506525
;True;T100;24556;Kødgros Vest A/S;Søvejen;10;Herrup;7830;Vinderup;8.918114;56.409455
;True;T100;24564;Att. KARN;Sønderupvej;15;;6920;Videbæk;8.667825;56.049915
;True;T100;24565;Arla Foods HOCO;Bülowsvej;7;;7500;Holstebro;8.610651;56.349006
;True;T100;24569;Lilleåskolen;Skolevej;2-4;;8870;Langå;9.918193;56.357213
;True;T100;24570;Tungelundskolen;Skolegade;15;;8881;Thorsø;9.788356;56.305122
;True;T100;24571;Ulstrup Skole;Hovedgaden;58;;8860;Ulstrup;9.788636;56.387216
;True;T100;24575;Hammerum Skole;Hovedgaden;1;;7400;Herning;8.970225;56.13863
;True;T100;24576;Ilskov Skole;Ilskov Hovedgade;32-34;;7451;Sunds;9.088639;56.236224
;True;T100;24577;Skalmejeskolen;Skalmejevej;33;;7451;Sunds;8.997623;56.20669
;True;T100;24578;Sunds Skole;Nøddevej;13;;7451;Sunds;9.01945;56.20259
;True;T100;2458;Superbrugsen Jægergårdsgade;Jægergårdsgade;16;;8000;Aarhus C;10.198035;56.14808
;True;T100;24584;Bording Skole;Solsortevej;10;;7441;Bording;9.27756;56.14186
;True;T100;24586;Engesvang Skole;Gl. Kongevej;97;;7442;Engesvang;9.34411;56.170825
;True;T100;24588;Hyldgårdsskolen;Hyldgårds Alle;9;;7430;Ikast;9.154553;56.125755
;True;T100;24589;Ikast Nordre Skole;Hagelskærvej;1;;7430;Ikast;9.14846;56.147765
;True;T100;24590;Ikast Vestre Skole;Vestergade;47;;7430;Ikast;9.14642;56.138815
;True;T100;24591;Ikast Østre Skole;Jyllandsgade;10;;7430;Ikast;9.164705;56.13827
;True;T100;24592;Isenvad Skole;Bygaden;41;;7430;Ikast;9.20079;56.09977
;True;T100;24595;Ans Skole;Teglgade;20-26;;8643;Ans By;9.587755;56.307305
;True;T100;24596;Balleskolen;Balle Kirkevej;120;;8600;Silkeborg;9.523315;56.19016
;True;T100;24599;Buskelundskolen;Buskelundtoften;5;;8600;Silkeborg;9.509216;56.183078
;True;T100;24600;Dybkær Specialskole;Arendalsvej;273;;8600;Silkeborg;9.596647;56.190371
;True;T100;24602;Frisholm Skole;Frisholmvej;20;;8653;Them;9.544002;56.081093
;True;T100;24603;Funder Skole;Funder Skolevej;3;;8600;Silkeborg;9.46285;56.14862
;True;T100;24604;Gjern Skole;Søndergade;17;;8883;Gjern;9.741454;56.223653
;True;T100;24605;Gjessø Skole;Brandevej;6;;8600;Silkeborg;9.487319;56.114097
;True;T100;24606;Grauballe Skole;Grauballe Gudenåvej;21;;8600;Silkeborg;9.633762;56.226418
;True;T100;24607;Kjellerup Skole;Tinghusvej;16;;8620;Kjellerup;9.42926;56.287235
;True;T100;24609;Kornmod Realskole;Skolegade;4-12;;8600;Silkeborg;9.543875;56.16643
;True;T100;2461;Superbrugsen Kolind;Bugtrupvej;1;;8560;Kolind;10.58811;56.36155
;True;T100;24610;Kragelund Skole;Frederiksdalvej;9;;8600;Silkeborg;9.405143;56.196681
;True;T100;24611;Resenbro Skole;Skellerupvej;16;;8600;Silkeborg;9.653878;56.18193
;True;T100;24612;Sjørslev Skole;Sognegårdsvej;41;;8620;Kjellerup;9.43452;56.331235
;True;T100;24613;Skægkærskolen;Sindingvej;15;;8600;Silkeborg;9.500226;56.211642
;True;T100;24614;Sorring Skole;Skolebakken;4;;8641;Sorring;9.777023;56.177625
;True;T100;24616;Sølystskolen Afd. Gran Alle;Gran Alle;20;;8600;Silkeborg;9.56197;56.181421
;True;T100;24617;Thorning Skole;Møllevej;5-7;;8620;Kjellerup;9.331297;56.2855
;True;T100;24618;Vinderslev Skole;Vinderslevholmvej;2;;8620;Kjellerup;9.42634;56.253615
;True;T100;24619;Virklund Skole;Thorsøvænget;1A;;8600;Silkeborg;9.559287;56.127516
;True;T100;24620;Voel Skole;Højgårdsvej;4;;8600;Silkeborg;9.700527;56.187407
;True;T100;24621;Gl. Rye Skole;Nyvej;1;;8680;Ry;9.699534;56.076764
;True;T100;24622;Knudsøskolen;Tulstrupvej;80;;8680;Ry;9.781599;56.107629
;True;T100;24623;Knudsøskolen Sfo;Tulstrupvej;84;;8680;Ry;9.781599;56.107629
;True;T100;24624;Låsby Skole;Skolevej;10;;8670;Låsby;9.804993;56.149583
;True;T100;24625;Mølleskolen;Skanderborgvej;50;;8680;Ry;9.762282;56.091446
;True;T100;24628;Bøgeskovskolen;Koldskær;8;;8850;Bjerringbro;9.665975;56.364465
;True;T100;24629;Finderuphøj Skole;Spættevej;2;;8800;Viborg;9.380715;56.4424
;True;T100;24630;Frederiks Skole;Skolen Nr.;3;;7470;Karup J;9.248455;56.344255
;True;T100;24631;Friskolen I Viborg;Ammunitionsvej;5;;8800;Viborg;9.40511;56.45858
;True;T100;24632;Gudenådalens Friskole;Bjerring Hede;13B;;8850;Bjerringbro;9.620641;56.381544
;True;T100;24633;Hald Ege Skole;Egeskovvej;75;;8800;Viborg;9.350792;56.401209
;True;T100;24634;Karup Skole;Østergade;19;;7470;Karup J;9.17009;56.30711
