Violation;status;TransportationDate;order No;Wave;order_status_name;order_kind;ReasonCode;PickUp;Customer;SAP Route;Route;Shipment;Customer No;udf_sequencenumber;Customer Name;Zipcode;City;TW From;TW Till;ETA;PromisedTime;RCE;Distance;udf_DeleteFromDB
;;09-11;929805;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH093;DKH093;12083563;2705;2;Dagli' Brugsen Spørring;8380;Trige;00:01;06:30;05:31;06:00;1.04;49.42;
;;09-11;930348;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH091;DKH091;12083568;21490;9;Kiwi Fr. Allé, Århus C. 108;8000;Aarhus C;06:00;08:05;05:31;07:35;3.52;68.18;
;;09-11;929879;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;11741;8;Netto Ikast;7430;Ikast;00:01;05:45;05:32;05:15;2.00;83.04;
;;09-11;930157;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH090;DKH090;12083603;7175;9;Superbrugsen Støvring;9530;Støvring;00:01;07:30;05:34;07:00;3.00;30.13;
;;09-11;929704;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH010;DKH010;12083569;24443;25;Hurup Skole;7760;Hurup Thy;00:00;12:00;05:34;23:00;0.52;106.78;
;;09-11;929983;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH131;DKH131;12083584;7494;6;Superbrugsen Sæby;9300;Sæby;00:01;10:45;05:34;10:15;1.52;106.66;
;;09-11;930205;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH040;DKH040;12083608;25971;12;MENY Dronninglund;9330;Dronninglund;00:01;07:30;05:35;07:00;5.08;84.11;
;;09-11;930321;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;13304;6;Min Købmand  Nykøbing M;7900;Nykøbing Mors;05:30;06:50;05:35;06:20;1.00;82.92;
;;09-11;929759;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH103;DKH103;12083604;15253;2;Min Købmand Rostrup;9510;Arden;00:00;06:15;05:35;05:45;1.00;16.90;
;;09-11;930304;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH031;DKH031;12083596;74230;7;Føtex Ebeltoft;8400;Ebeltoft;05:00;06:55;05:36;06:25;2.04;84.81;
;;09-11;930265;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH141;DKH141;12083607;14890;8;Bilka Viborg;8800;Viborg;03:30;05:30;05:36;05:00;9.64;40.03;
;;09-11;929996;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH030;DKH030;12083585;50415;7;Superbrugsen Mårslet;8320;Mårslet;00:01;07:05;05:36;06:35;1.00;82.54;
;;09-11;930134;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH113;DKH113;12083600;73820;4;Netto Hobro;9500;Hobro;00:01;08:00;05:37;07:30;1.42;2.20;
;;09-11;929893;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;2394;7;Superbrugsen Hinnerup;8382;Hinnerup;00:01;06:40;05:37;06:10;2.42;56.02;
;;09-11;929811;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;21531;7;Kiwi Vrå 143;9760;Vrå;00:01;06:30;05:38;06:00;4.99;99.28;
;;09-11;930185;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;13555;9;Fakta Markedsgade Randers;8900;Randers C;00:01;06:30;05:38;06:00;1.00;27.91;
;;09-11;930380;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;72387;7;SPAR HIRTSHALS;9850;Hirtshals;06:00;07:00;05:39;06:30;3.83;121.11;
;;09-11;929779;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH083;DKH083;12083619;5192;3;Superbrugsen Karup;7470;Karup J;00:00;06:00;05:39;05:30;1.00;61.73;
;;09-11;930317;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;7502;16;Føtex Skive;7800;Skive;05:15;06:30;05:39;06:00;3.00;50.57;
;;09-11;930322;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH100;DKH100;12083583;12671;9;Spar Ålbæk;9982;Ålbæk;05:30;07:10;05:39;06:40;1.52;137.23;
;;09-11;2046700428;1;PlanningComplete;Rush;0;T100;Hobro Mejericenter;DKRUS1;DKH071;12083591;24384;;Aulum Kristne Friskole;7490;Aulum;00:00;00:30;05:41;00:00;1.00;87.22;
;;09-11;929869;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;2318;6;Superbrugsen Glesborg;8585;Glesborg;00:01;07:30;05:42;07:00;2.00;79.26;
;;09-11;929962;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;5593;7;Netto Nyk. Mors;7900;Nykøbing Mors;00:01;07:40;05:43;07:10;2.36;81.94;
;;09-11;929880;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;21249;9;Løvbjerg Ikast;7430;Ikast;00:01;05:45;05:43;05:15;5.52;83.29;
;;09-11;929944;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH143;DKH143;12083580;13410;4;Min Købmand Sennels;7700;Thisted;00:01;06:50;05:44;06:20;4.60;101.74;
;;09-11;930129;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH133;DKH133;12083598;24970;1;Netto Eternitten;9000;Ålborg;00:01;07:30;05:44;07:00;1.00;52.53;
;;09-11;929679;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;20142;5;Netto Herning;7400;Herning;00:00;06:00;05:44;05:30;2.00;85.79;
;;09-11;929705;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH010;DKH010;12083569;24445;26;Vestervig Skole;7770;Vestervig;00:00;12:00;05:44;23:00;0.52;116.40;
;;09-11;930218;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24464;10;Stoholm Skole;7850;Stoholm;00:01;12:30;05:44;12:00;0.52;56.72;
;;09-11;930041;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH080;12083589;21319;10;SPAR THYBORØN;7680;Thyborøn;00:01;06:45;05:45;06:15;5.08;131.47;
;;09-11;929806;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH093;DKH093;12083563;21687;3;Rema 1000 Trige;8380;Trige;00:01;07:00;05:45;06:30;2.84;54.08;
;;09-11;929941;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH144;DKH144;12083579;27385;1;Fakta Jegstrupvej Viborg;8800;Viborg;00:01;07:00;05:45;06:30;1.00;37.79;
;;09-11;930286;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH091;DKH091;12083568;60025;8;Føtex Food M.P. Bruunsgade;8000;Århus C;04:45;07:50;05:46;07:20;1.52;68.41;
;;09-11;929901;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH501;12083610;27058;2;SPAR VADUM;9430;Vadum;00:01;04:30;05:47;04:00;4.70;64.17;
;;09-11;930395;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH061;DKH061;12083592;3282;10;Føtex Aalborg Øst;9220;Aalborg Øst;06:00;08:30;05:47;08:00;6.64;54.28;
;;09-11;929859;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH094;DKH094;12083572;15833;1;Min Købmand Ravnkilde;9610;Nørager;00:01;07:00;05:49;06:30;1.77;17.65;
;;09-11;930291;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH052;DKH052;12083565;60023;2;Føtex Food Guldsmedgade;8000;Århus C;05:00;07:00;05:49;06:30;7.68;66.67;
;;09-11;930323;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;60147;3;Netto Randers;8920;Randers Nv;05:30;07:00;05:50;06:30;2.94;26.67;
;;09-11;930318;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH001;DKH001;12083561;11113;3;Bilka Holstebro;7500;Holstebro;05:30;07:15;05:50;06:45;9.20;89.70;
;;09-11;930102;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH020;DKH020;12083595;7194;11;Dagli' Brugsen Salling;9670;Løgstør;00:01;07:00;05:51;06:30;1.00;47.84;
;;09-11;930293;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;83743;12;Letkøb Hjermitslev;9700;Brønderslev;05:00;06:50;05:51;06:20;2.16;92.55;
;;09-11;930023;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH092;DKH092;12083588;21963;5;Min Købmand Velling;6950;Ringkøbing;00:01;07:25;05:51;06:55;1.00;134.50;
;;09-11;929870;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;13255;7;Fakta Glesborg;8585;Glesborg;00:01;07:15;05:51;06:45;1.00;79.32;
;;09-11;930016;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH051;DKH051;12083587;21250;6;Løvbjerg Struer;7600;Struer;00:01;08:45;05:51;08:15;3.84;94.50;
;;09-11;930342;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;4528;3;Netto Rundhøj;8270;Højbjerg;05:30;06:00;05:51;05:30;2.00;72.25;
;;09-11;930308;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH024;DKH024;12083602;60035;2;Bilka Tilst;8381;Tilst;05:00;07:30;05:52;07:00;3.06;64.34;
;;09-11;930238;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;27156;8;Fakta Kolind;8560;Kolind;00:01;11:30;05:52;11:00;1.00;72.01;
;;09-11;930172;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH043;DKH043;12083605;25969;1;Spar;9000;Aalborg;00:01;06:30;05:52;06:00;3.00;53.93;
;;09-11;930306;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH133;DKH133;12083598;23612;2;Føtex Eternitten;9000;Aalborg;05:00;08:00;05:54;07:30;5.20;52.87;
;;09-11;929800;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;2702;10;Dagli' Brugsen Sorring;8641;Sorring;00:01;07:20;05:54;06:50;1.00;69.91;
;;09-11;930599;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH060;DKH060;12083594;73753;7;MENY Silkeborg;8600;Silkeborg;05:00;08:30;05:54;08:00;3.00;78.70;
;;09-11;930219;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24479;11;Sparkær Skole;8800;Viborg;00:01;12:30;05:55;12:00;0.52;51.36;
;;09-11;930143;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;26891;3;Fakta Egå;8250;Egå;00:01;06:35;05:56;06:05;1.00;70.51;
;;09-11;929706;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH010;DKH010;12083569;24444;27;Boddum-Ydby Friskole;7760;Hurup Thy;00:00;12:00;05:56;23:00;0.52;109.14;
;;09-11;930381;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;26136;8;KIWI Hirtshals 193;9850;Hirtshals;06:00;07:50;05:56;07:20;4.22;120.56;
;;09-11;929777;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH042;DKH042;12083616;27308;5;Fakta Hobrovej Ålborg Sv;9200;Ålborg Sv;00:00;08:30;05:57;08:00;1.52;48.27;
;;09-11;930287;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;23470;6;Bilka Herning;7400;Herning;05:00;08:00;05:57;07:30;7.04;84.79;
;;09-11;929894;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;22552;9;Rema 1000 Sabro;8471;Sabro;00:01;07:05;05:58;06:35;3.26;65.07;
;;09-11;929741;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;25891;8;Rema 1000 Sindal Butik 944;9870;Sindal;00:00;06:45;05:59;06:15;2.94;113.53;
;;09-11;930363;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH144;DKH144;12083579;26728;2;MENY Sct. Mathias;8800;Viborg;06:00;07:55;05:59;07:25;4.52;38.33;
;;09-11;930206;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH040;DKH040;12083608;50485;13;Superbrugsen Dronninglund;9330;Dronninglund;00:01;08:00;06:00;07:30;2.00;83.61;
;;09-11;930419;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;60145;10;Føtex Dytmærsken Randers;8900;Randers;06:00;08:00;06:00;07:30;4.52;29.02;
;;09-11;930056;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH071;DKH071;12083591;13595;5;Superbrugsen Vildbjerg;7480;Vildbjerg;00:01;06:25;06:00;05:55;1.94;96.16;
;;09-11;930410;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH113;DKH113;12083600;72996;5;MENY Hobro;9500;Hobro;06:00;07:00;06:00;06:30;6.62;2.81;
;;09-11;930162;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH103;DKH103;12083604;7095;3;Superbrugsen Hadsund;9560;Hadsund;00:01;06:45;06:01;06:15;2.42;24.56;
;;09-11;930343;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;22903;4;Letkøb Viby J;8260;Viby J;06:00;08:15;06:02;07:45;0.52;70.44;
;;09-11;929985;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH131;DKH131;12083584;7341;8;Dagli' Brugsen Mølleparken;9900;Frederikshavn;00:01;07:55;06:02;07:25;1.00;116.02;
;;09-11;930319;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;4536;15;Netto Hørning;8362;Hørning;05:30;07:20;06:02;06:50;1.94;75.27;
;;09-11;930330;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH073;DKH073;12083599;50478;3;Dagli' Brugsen Arden;9510;Arden;05:50;07:20;06:04;06:50;1.00;16.88;
;;09-11;930369;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;21433;6;Min Købmand Laurbjerg;8870;Langå;06:00;08:30;06:04;08:00;4.08;43.24;
;;09-11;930248;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH083;DKH083;12083619;52470;4;S-Engros Herning;7400;Herning;00:01;07:30;06:04;07:00;1.54;83.54;
;;09-11;930239;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;2461;9;Superbrugsen Kolind;8560;Kolind;00:01;08:10;06:05;07:40;2.42;71.96;
;;09-11;929963;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;25491;8;Kiwi Nykøbing Mors 180;7900;Nykøbing Mors;00:01;07:00;06:05;06:30;5.08;79.58;
;;09-11;930309;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH024;DKH024;12083602;14602;3;Netto Århus V;8210;Aarhus V;05:00;09:00;06:06;08:30;2.26;66.65;
;;09-11;930158;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH090;DKH090;12083603;25968;10;MENY Skørping;9520;Skørping;00:01;07:30;06:06;07:00;2.00;29.55;
;;09-11;930367;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH143;DKH143;12083580;27639;5;Spar;7700;Thisted;06:00;07:30;06:06;07:00;6.24;103.81;
;;09-11;929689;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH091;DKH091;12083568;23421;17;Netto Brabrand;8220;Brabrand;00:00;11:00;06:06;10:30;3.20;69.93;
;;09-11;930078;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH151;DKH151;12083593;60186;6;Netto Åbybro;9440;Åbybro;00:01;07:30;06:06;07:00;2.42;72.93;
;;09-11;930024;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH092;DKH092;12083588;21589;6;Kiwi Ringkøbing 135;6950;Ringkøbing;00:01;07:45;06:07;07:15;1.00;135.59;
;;09-11;929975;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH100;DKH100;12083583;21848;10;MENY Skagen;9990;Skagen;00:01;08:00;06:08;07:30;7.68;160.44;
;;09-11;930284;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;4569;4;Føtex Skæring;8250;Egå;04:30;08:00;06:08;07:30;4.94;69.65;
;;09-11;930312;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH043;DKH043;12083605;21905;2;Spar Kornblomstvej;9000;Aalborg;05:00;06:50;06:09;06:20;4.08;51.73;
;;09-11;930258;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;25781;11;Fakta Q Dytmærsken;8900;Randers C;00:30;08:15;06:09;07:45;1.52;29.02;
;;09-11;930118;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH031;DKH031;12083596;21494;9;Kiwi Ebeltoft 105;8400;Ebeltoft;00:01;07:40;06:10;07:10;2.04;84.49;
;;09-11;929998;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH030;DKH030;12083585;50417;9;Superbrugsen Malling;8340;Malling;00:01;07:45;06:10;07:15;1.52;85.64;
;;09-11;930320;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;26491;5;Rema 1000 Viby J Butik 952;8260;Viby J;05:30;08:30;06:10;08:00;3.26;70.20;
;;09-11;930159;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH090;DKH090;12083603;27374;11;Fakta Skørping;9520;Skørping;00:01;08:00;06:11;07:30;2.00;37.48;
;;09-11;930068;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH061;DKH061;12083592;16178;7;Fakta Ålborg Ø;9220;Aalborg Ø;00:01;08:30;06:11;08:00;1.00;53.43;
;;09-11;930362;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;27160;17;Min Købmand Hem;7800;Skive;06:00;07:30;06:13;07:00;1.00;56.21;
;;09-11;929881;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;27305;10;Fakta Ikast;7430;Ikast;00:01;06:00;06:13;05:30;1.52;83.10;
;;09-11;930220;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24642;12;Vestervang Skole;8800;Viborg;00:01;12:30;06:13;12:00;0.52;37.64;
;;09-11;930615;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;27154;5;KIWI Bøsbrovej 210;8940;Randers Sv;07:00;09:30;06:13;09:00;3.94;30.44;
;;09-11;929910;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;21402;14;Fakta Løkken;9480;Løkken;00:01;08:00;06:13;07:30;1.00;99.10;
;;09-11;929986;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH131;DKH131;12083584;14476;9;Rema 1000 Gærumvej Frederikshavn;9900;Frederikshavn;00:01;07:45;06:14;07:15;2.00;116.44;
;;09-11;929763;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH141;DKH141;12083607;14394;9;Rema 1000 Koldingvej Viborg;8800;Viborg;00:00;06:30;06:15;06:00;2.39;41.13;
;;09-11;930103;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH020;DKH020;12083595;23577;12;Fakta Løgstør;9670;Løgstør;00:01;07:15;06:16;06:45;2.00;55.11;
;;09-11;929812;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;83360;8;S-Engros Hjørring;9800;Hjørring;00:01;06:00;06:16;05:30;0.52;103.83;
;;09-11;930163;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH103;DKH103;12083604;21516;4;Kiwi Hadsund 136;9560;Hadsund;00:01;06:55;06:16;06:25;1.91;24.67;
;;09-11;930403;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH133;DKH133;12083598;7360;3;Superbrugsen Færøplads;9000;Ålborg;06:00;06:35;06:17;06:05;2.42;53.45;
;;09-11;930057;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH071;DKH071;12083591;14554;6;Fakta Vildbjerg;7480;Vildbjerg;00:01;06:50;06:18;06:20;2.36;99.33;
;;09-11;930428;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH080;12083589;23518;11;Min Købmand Thyborøn;7680;Thyborøn;06:15;07:30;06:20;07:00;1.52;132.14;
;;09-11;929922;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;21421;9;Superland Sindal;9870;Sindal;00:01;08:00;06:20;07:30;5.08;113.53;
;;09-11;930338;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH052;DKH052;12083565;4557;3;Netto Thorvaldsensgade;8000;Aarhus C;06:00;08:15;06:20;07:45;3.68;67.05;
;;09-11;930354;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;19083;8;Min Købmand Grenå;8500;Grenå;06:00;06:45;06:20;06:15;1.77;87.81;
;;09-11;930207;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH040;DKH040;12083608;27037;14;Fakta Dronninglund;9330;Dronninglund;00:01;11:30;06:20;11:00;2.00;83.79;
;;09-11;930303;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH060;DKH060;12083594;701;8;Føtex Silkeborg Torvet;8600;Silkeborg;05:00;08:30;06:21;08:00;4.36;78.69;
;;09-11;930382;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;5679;9;Netto Hirtshals;9850;Hirtshals;06:00;07:50;06:22;07:20;1.52;121.69;
;;09-11;929671;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;27701;13;Nordre Skole;8800;Viborg;09:00;12:30;06:22;12:00;0.52;36.81;
;;09-11;930135;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH113;DKH113;12083600;22548;6;Kiwi Hobro Syd 165;9500;Hobro;00:01;07:30;06:22;07:00;2.39;3.43;
;;09-11;930017;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH051;DKH051;12083587;54715;7;MENY Struer;7600;Struer;00:01;08:00;06:23;07:30;2.52;95.70;
;;09-11;930315;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH123;DKH123;12083618;23733;2;Føtex Silkeborg;8600;Silkeborg;05:00;07:45;06:23;07:15;10.40;77.78;
;;09-11;929999;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH030;DKH030;12083585;15521;10;Fakta Malling;8340;Malling;00:01;07:55;06:24;07:25;1.00;85.53;
;;09-11;930123;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;16670;6;Fakta Bøsbrovej Randers;8940;Randers Sv;00:01;08:30;06:24;08:00;1.00;29.98;
;;09-11;930173;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH043;DKH043;12083605;16182;3;Rema 1000 Hasseris;9000;Ålborg;00:01;07:40;06:25;07:10;3.26;54.02;
;;09-11;930332;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH001;DKH001;12083561;21846;4;Spar Holstebro;7500;Holstebro;06:00;07:00;06:25;06:30;4.70;89.09;
;;09-11;930048;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH050;DKH050;12083590;26462;8;SPAR KOLDBY (SNEDSTED);7752;Snedsted;00:01;06:30;06:25;06:00;6.62;105.12;
;;09-11;930025;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH092;DKH092;12083588;10914;7;Netto Ringkøbing;6950;Ringkøbing;00:01;08:05;06:25;07:35;3.84;132.05;
;;09-11;930374;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;14382;10;Rema 1000 Nykøbing Mors;7900;Nykøbing M;06:00;08:30;06:26;08:00;2.00;82.19;
;;09-11;930266;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH093;DKH093;12083563;2844;4;Føtex Skejby;8200;Århus N;04:00;07:30;06:26;07:00;6.97;62.75;
;;09-11;930285;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH042;DKH042;12083616;27125;7;Starbucks, Bilka Skalborg;9200;Aalborg Sv;04:30;07:20;06:26;06:50;0.52;48.08;
;;09-11;929895;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;25961;10;MENY Harlev J;8462;Harlev J;00:01;09:30;06:26;09:00;2.00;69.55;
;;09-11;930295;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH144;DKH144;12083579;11332;3;Føtex Viborg;8800;Viborg;05:00;07:50;06:26;07:20;5.98;37.97;
;;09-11;930461;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH024;DKH024;12083602;22613;4;MENY Århus V;8210;Aarhus V;06:30;09:00;06:26;08:30;5.00;66.19;
;;09-11;929902;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH501;12083610;25852;3;MENY Aabybro;9440;Aabybro;00:01;06:30;06:26;06:00;11.10;72.89;
;;09-11;929831;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;14393;16;Rema 1000 Vrold. Skanderborg;8660;Skanderborg;00:01;09:30;06:28;09:00;3.78;84.89;
;;09-11;930270;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;16651;11;Føtex Ikast;7430;Ikast;04:00;06:00;06:28;05:30;1.52;80.69;
;;09-11;930249;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH083;DKH083;12083619;52328;5;ABC Herning;7400;Herning;00:01;07:20;06:28;06:50;18.48;88.18;
;;09-11;930408;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH073;DKH073;12083599;23660;5;Min Købmand Arden;9510;Arden;06:00;07:30;06:28;07:00;2.93;17.00;
;;09-11;929911;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;73306;15;Spar Løkken;9480;Løkken;00:01;07:40;06:28;07:10;4.60;98.42;
;;09-11;930324;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH073;DKH073;12083599;11582;4;Fakta Arden;9510;Arden;05:30;07:30;06:29;07:00;1.91;16.94;
;;09-11;930344;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;50983;7;Føtex Viby;8260;Viby J;06:00;07:15;06:30;06:45;8.20;71.17;
;;09-11;930070;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH061;DKH061;12083592;13978;11;Fakta Klarup;9270;Klarup;00:01;09:40;06:30;09:10;1.00;58.37;
